ENSG00000002933
ENSG00000003056
ENSG00000004975
ENSG00000006125
ENSG00000006607
ENSG00000006704
ENSG00000006715
ENSG00000006756
ENSG00000008513
ENSG00000010404
ENSG00000011258
ENSG00000011451
ENSG00000012232
ENSG00000015479
ENSG00000016864
ENSG00000018699
ENSG00000019485
ENSG00000020922
ENSG00000036054
ENSG00000037474
ENSG00000039123
ENSG00000041988
ENSG00000044115
ENSG00000044446
ENSG00000049239
ENSG00000049246
ENSG00000052795
ENSG00000054118
ENSG00000054392
ENSG00000056097
ENSG00000059769
ENSG00000060339
ENSG00000060491
ENSG00000064932
ENSG00000065809
ENSG00000066813
ENSG00000068438
ENSG00000069275
ENSG00000069667
ENSG00000070614
ENSG00000072201
ENSG00000074047
ENSG00000074582
ENSG00000075234
ENSG00000076716
ENSG00000077463
ENSG00000077585
ENSG00000077684
ENSG00000078142
ENSG00000078237
ENSG00000079313
ENSG00000081913
ENSG00000083093
ENSG00000083535
ENSG00000086102
ENSG00000087299
ENSG00000087301
ENSG00000087842
ENSG00000088035
ENSG00000089053
ENSG00000089280
ENSG00000089682
ENSG00000092020
ENSG00000092199
ENSG00000095015
ENSG00000095951
ENSG00000099194
ENSG00000099783
ENSG00000099785
ENSG00000099958
ENSG00000099974
ENSG00000100065
ENSG00000100099
ENSG00000100216
ENSG00000100242
ENSG00000100271
ENSG00000100294
ENSG00000100319
ENSG00000100348
ENSG00000100429
ENSG00000100445
ENSG00000100522
ENSG00000100528
ENSG00000100577
ENSG00000100603
ENSG00000100714
ENSG00000100731
ENSG00000100739
ENSG00000100842
ENSG00000100897
ENSG00000100902
ENSG00000101160
ENSG00000101191
ENSG00000101290
ENSG00000101473
ENSG00000101474
ENSG00000101624
ENSG00000102007
ENSG00000102054
ENSG00000102103
ENSG00000102158
ENSG00000102241
ENSG00000102359
ENSG00000102531
ENSG00000102967
ENSG00000103202
ENSG00000103423
ENSG00000103479
ENSG00000104177
ENSG00000104419
ENSG00000104823
ENSG00000104824
ENSG00000104852
ENSG00000104853
ENSG00000104907
ENSG00000104960
ENSG00000104973
ENSG00000104980
ENSG00000105379
ENSG00000105499
ENSG00000105518
ENSG00000105619
ENSG00000106069
ENSG00000106299
ENSG00000106443
ENSG00000106565
ENSG00000106852
ENSG00000107404
ENSG00000107669
ENSG00000107816
ENSG00000107819
ENSG00000107968
ENSG00000108100
ENSG00000108107
ENSG00000108443
ENSG00000108641
ENSG00000108666
ENSG00000108953
ENSG00000108963
ENSG00000109180
ENSG00000109534
ENSG00000109790
ENSG00000109911
ENSG00000110057
ENSG00000110077
ENSG00000110092
ENSG00000110108
ENSG00000110328
ENSG00000110400
ENSG00000110921
ENSG00000110925
ENSG00000111335
ENSG00000111605
ENSG00000111639
ENSG00000111670
ENSG00000111711
ENSG00000111713
ENSG00000111726
ENSG00000111737
ENSG00000111816
ENSG00000111832
ENSG00000111845
ENSG00000111880
ENSG00000112078
ENSG00000112081
ENSG00000112473
ENSG00000112651
ENSG00000112715
ENSG00000112739
ENSG00000112972
ENSG00000113013
ENSG00000113269
ENSG00000113368
ENSG00000113387
ENSG00000113580
ENSG00000113734
ENSG00000113851
ENSG00000114021
ENSG00000114062
ENSG00000114127
ENSG00000114331
ENSG00000114391
ENSG00000114395
ENSG00000114933
ENSG00000114988
ENSG00000115053
ENSG00000115216
ENSG00000115363
ENSG00000115539
ENSG00000115541
ENSG00000115758
ENSG00000116005
ENSG00000116171
ENSG00000116350
ENSG00000116786
ENSG00000116791
ENSG00000116833
ENSG00000117174
ENSG00000117362
ENSG00000117592
ENSG00000117984
ENSG00000118007
ENSG00000118260
ENSG00000118508
ENSG00000119537
ENSG00000119689
ENSG00000119771
ENSG00000119772
ENSG00000119862
ENSG00000120254
ENSG00000120656
ENSG00000120688
ENSG00000120820
ENSG00000120837
ENSG00000120889
ENSG00000121022
ENSG00000121671
ENSG00000121749
ENSG00000121797
ENSG00000121989
ENSG00000122035
ENSG00000122359
ENSG00000122566
ENSG00000122642
ENSG00000123159
ENSG00000123453
ENSG00000123643
ENSG00000123908
ENSG00000123983
ENSG00000124201
ENSG00000124216
ENSG00000124635
ENSG00000124731
ENSG00000124788
ENSG00000125107
ENSG00000125354
ENSG00000125457
ENSG00000125503
ENSG00000125841
ENSG00000126067
ENSG00000126216
ENSG00000126247
ENSG00000126261
ENSG00000126267
ENSG00000126461
ENSG00000126821
ENSG00000126903
ENSG00000126953
ENSG00000127184
ENSG00000127334
ENSG00000127399
ENSG00000127554
ENSG00000127947
ENSG00000128050
ENSG00000128595
ENSG00000129219
ENSG00000129351
ENSG00000129636
ENSG00000130255
ENSG00000130305
ENSG00000130402
ENSG00000130560
ENSG00000130713
ENSG00000130717
ENSG00000130741
ENSG00000130770
ENSG00000130810
ENSG00000130826
ENSG00000131023
ENSG00000131067
ENSG00000131238
ENSG00000131446
ENSG00000131467
ENSG00000131558
ENSG00000131591
ENSG00000131779
ENSG00000132153
ENSG00000132357
ENSG00000132475
ENSG00000132589
ENSG00000132693
ENSG00000132855
ENSG00000133059
ENSG00000133619
ENSG00000133706
ENSG00000133961
ENSG00000134049
ENSG00000134152
ENSG00000134184
ENSG00000134262
ENSG00000134321
ENSG00000134419
ENSG00000134444
ENSG00000134452
ENSG00000134698
ENSG00000134824
ENSG00000134884
ENSG00000134900
ENSG00000134982
ENSG00000135093
ENSG00000135297
ENSG00000135317
ENSG00000135624
ENSG00000135679
ENSG00000135842
ENSG00000135926
ENSG00000135940
ENSG00000136003
ENSG00000136100
ENSG00000136122
ENSG00000136159
ENSG00000136450
ENSG00000136518
ENSG00000136527
ENSG00000136807
ENSG00000136867
ENSG00000136897
ENSG00000136930
ENSG00000136933
ENSG00000136986
ENSG00000137204
ENSG00000137409
ENSG00000137414
ENSG00000137513
ENSG00000137563
ENSG00000137628
ENSG00000137806
ENSG00000138050
ENSG00000138207
ENSG00000138246
ENSG00000138381
ENSG00000138385
ENSG00000138398
ENSG00000138495
ENSG00000138593
ENSG00000138594
ENSG00000138758
