ENSG00000001497
ENSG00000001561
ENSG00000002822
ENSG00000003056
ENSG00000003756
ENSG00000004455
ENSG00000004487
ENSG00000004660
ENSG00000004777
ENSG00000004779
ENSG00000004975
ENSG00000005156
ENSG00000006015
ENSG00000006607
ENSG00000006695
ENSG00000006704
ENSG00000006756
ENSG00000007392
ENSG00000008324
ENSG00000010278
ENSG00000010327
ENSG00000010404
ENSG00000011258
ENSG00000011304
ENSG00000011451
ENSG00000012963
ENSG00000013374
ENSG00000013503
ENSG00000013573
ENSG00000015133
ENSG00000015479
ENSG00000017260
ENSG00000018699
ENSG00000019485
ENSG00000019549
ENSG00000020922
ENSG00000023041
ENSG00000023318
ENSG00000023572
ENSG00000025800
ENSG00000026297
ENSG00000027697
ENSG00000029364
ENSG00000030419
ENSG00000033030
ENSG00000033800
ENSG00000035928
ENSG00000036054
ENSG00000036257
ENSG00000037042
ENSG00000038358
ENSG00000038382
ENSG00000039123
ENSG00000039650
ENSG00000040341
ENSG00000040633
ENSG00000041988
ENSG00000044115
ENSG00000044446
ENSG00000047249
ENSG00000047315
ENSG00000048392
ENSG00000048544
ENSG00000048649
ENSG00000049239
ENSG00000049246
ENSG00000049883
ENSG00000052795
ENSG00000054983
ENSG00000055044
ENSG00000055130
ENSG00000055208
ENSG00000056097
ENSG00000058600
ENSG00000059122
ENSG00000059378
ENSG00000059758
ENSG00000059769
ENSG00000060339
ENSG00000061337
ENSG00000061794
ENSG00000061938
ENSG00000062822
ENSG00000064012
ENSG00000064393
ENSG00000064419
ENSG00000064932
ENSG00000065057
ENSG00000065243
ENSG00000065526
ENSG00000065970
ENSG00000065978
ENSG00000066044
ENSG00000066117
ENSG00000066379
ENSG00000067248
ENSG00000067369
ENSG00000067829
ENSG00000067900
ENSG00000068024
ENSG00000068305
ENSG00000068366
ENSG00000068650
ENSG00000068654
ENSG00000068697
ENSG00000068745
ENSG00000068878
ENSG00000069275
ENSG00000069329
ENSG00000069667
ENSG00000069998
ENSG00000070495
ENSG00000070718
ENSG00000070808
ENSG00000071859
ENSG00000072110
ENSG00000072506
ENSG00000072818
ENSG00000073050
ENSG00000073584
ENSG00000074047
ENSG00000074201
ENSG00000074356
ENSG00000074582
ENSG00000074800
ENSG00000074964
ENSG00000075234
ENSG00000075292
ENSG00000075711
ENSG00000075785
ENSG00000076201
ENSG00000076242
ENSG00000076321
